item_name,synonym
Small PCB Cleaning Swab Kit,small pcb cleaning swab kit
Spray paint,spray paint
Steel wool,steel wool
Strike Plate,strike plate
Strike latch,strike latch
Strike plate and bolts,strike plate and bolts
"Surface Patch Kit (sanding pads, primer, filler)","surface patch kit (sanding pads, primer, filler)"
Surface bolts,surface bolts
"TESCO-PX20XS, Quick dry waterproof  stucco patch kit (5.Lbs)","tesco-px20xs, quick dry waterproof  stucco patch kit (5.lbs)"
Tap cons,tap cons
Teks #8 1/2 in. Phillips Pan-Head Self-Drilling Screws (300-Pack),teks #8 1/2 in. phillips pan-head self-drilling screws (300-pack)
Tension Spring,tension spring
Terminal Block,terminal block
Test operation to ensure smooth one-way engagement and secure locking,test operation to ensure smooth one-way engagement and secure locking
"Traffic Paint-Blue, 1 gallon","traffic paint-blue, 1 gallon"
"Traffic Paint-White, 1 gallon-8 ea","traffic paint-white, 1 gallon-8 ea"
"Traffic Paint-Yellow, 1 gallon","traffic paint-yellow, 1 gallon"
Turnstile Hydraulic Damper Kit,turnstile hydraulic damper kit
Turnstile Spring,turnstile spring
Unbranded 2 in. x 4 in. x 8 ft. #2 Ground Contact Pressure-Treated Lumber,unbranded 2 in. x 4 in. x 8 ft. #2 ground contact pressure-treated lumber
Void,void
WD-40,wd-40
WHITE PAINT,white paint
Washers,washers
Weather-Grade Fastener Kit,weather-grade fastener kit
Wood,wood
Wood Backing and Filler Material,wood backing and filler material
Wood Filler / Epoxy,wood filler / epoxy
Wood screws,wood screws
adhesive,adhesive
bolts,bolts
bulk trash,bulk trash
check valve,check valve
combo lock,combo lock
concrete,concrete
concrete repair,concrete repair
core and lock box,core and lock box
dispatch,dispatch
electrical Wiring,electrical wiring
error in app,error in app
grinder pump,grinder pump
half up front,half up front
heavy duty hinge,heavy duty hinge
heavy-duty industrial-grade contactor,heavy-duty industrial-grade contactor
high traffic hinges,high traffic hinges
high traffic tempered glass,high traffic tempered glass
hinge,hinge
hvac unit,hvac unit
key copy,key copy
ladder install,ladder install
latch for lock,latch for lock
lock,lock
lock cylinders,lock cylinders
lock rod,lock rod
lock set,lock set
man time,man time
paint and sundries and missing  time,paint and sundries and missing  time
painting supplies,painting supplies
panel,panel
parts,parts
quoted work,quoted work
remove,remove
screws self tappers,screws self tappers
sidewalk grates,sidewalk grates
thread lock sealant,thread lock sealant
total,total
trim,trim
union,union
wheel,wheel
wood 2x4,wood 2x4
xxxx additional hrs,xxxx additional hrs
30” pedestal fan,30” pedestal fan
Air Scrubber,air scrubber
Angle grinder,angle grinder
Attic Work and Duct Rebuild,attic work and duct rebuild
Auger Compacor,auger compacor
Auger Post Hole Digger,auger post hole digger
BIOHAZARD WASTE,biohazard waste
Billy goat outside vacuum cleaner,billy goat outside vacuum cleaner
Boom Lift-Under 30',boom lift-under 30'
Bulk Clean,bulk clean
Bulk Clean Up,bulk clean up
Bulk Trash Clean Up,bulk trash clean up
Caulking Gun,caulking gun
Code compliance saftey check,code compliance saftey check
Commercial Pressure Washer,commercial pressure washer
Concrete cutting,concrete cutting
Concrete drill bit pack,concrete drill bit pack
Concrete epoxy patching,concrete epoxy patching
Concrete mixer,concrete mixer
Concrete saw,concrete saw
"Copper mesh, rodent block foam, metal wire mesh, self tapping screws","copper mesh, rodent block foam, metal wire mesh, self tapping screws"
Cordless Grinder,cordless grinder
Dewalt saw blades,dewalt saw blades
Digging equipment,digging equipment
Donation Bin Removal,donation bin removal
Drain Machine,drain machine
Drill,drill
FLaTE RATE,flate rate
Flat tat,flat tat
Flooring scraper 1500#,flooring scraper 1500#
Frst  hr pls trp,frst  hr pls trp
Gas Powered Pressure Washer,gas powered pressure washer
Glaze concrete,glaze concrete
"Gloves, rags and painter's tap.","gloves, rags and painter's tap."
Green bag,green bag
Grinder,grinder
Grinder blades rebar hardware,grinder blades rebar hardware
Grinder cutting wheels,grinder cutting wheels
HVAC repair,hvac repair
Hammer drill and chisels,hammer drill and chisels
Hand tools,hand tools
Hose bib and lever lock,hose bib and lever lock
Hoses and fittings,hoses and fittings
Incurred charges,incurred charges
Jack hammer,jack hammer
Ladder 60ft,ladder 60ft
Large Water Tank,large water tank
Lawn equipment,lawn equipment
Material,material
Metal cut off saw,metal cut off saw
Milwaukee wireless impact,milwaukee wireless impact
Mini Excavator,mini excavator
Mobilization and Site Prep,mobilization and site prep
Nail gun,nail gun
Nest removal,nest removal
Others,others
Personal protective equipment,personal protective equipment
Plywood and nails,plywood and nails
Portable Welder,portable welder
Power Washer,power washer
Ppe,ppe
RATE-PER AGREEMENT,rate-per agreement
SDS Hammer Drill w/ Dust Extractor,sds hammer drill w/ dust extractor
Safety gear and gloves,safety gear and gloves
Scissor Lift-Over 30',scissor lift-over 30'
Scissor Lift-Under 30',scissor lift-under 30'
Scissor lift,scissor lift
Shovel,shovel
Site Clean up,site clean up
Site Evaluation & Reporting,site evaluation & reporting
Skid Steer,skid steer
Take down collapsed heater,take down collapsed heater
Tools,tools
Toro Dingo mini,toro dingo mini
Tow,tow
Trailer,trailer
Trench digger,trench digger
Trowel,trowel
Water pump,water pump
Water tank,water tank
Welder,welder
a,a
bollard 10 ft RED,bollard 10 ft red
door sweep,door sweep
electric cover,electric cover
engineering report,engineering report
"metal flatstock, metal tools, 2 story ladder, fasteners, sealant","metal flatstock, metal tools, 2 story ladder, fasteners, sealant"
new storm drain,new storm drain
scaffold,scaffold
#10 stainless steel wood screws 1 box,#10 stainless steel wood screws 1 box
1 ea 10 pk 2x4 ceiling tiles,1 ea 10 pk 2x4 ceiling tiles
1 ea 20' roll of black base board,1 ea 20' roll of black base board
1 ea 3 gal bucket bait blocks-,1 ea 3 gal bucket bait blocks-
1 five gallon container exterior paint,1 five gallon container exterior paint
1 gallon denatured alcohol for cleaning,1 gallon denatured alcohol for cleaning
1 hole strap,1 hole strap
1.5 pvc pipe street elbow,1.5 pvc pipe street elbow
1/2 drywall,1/2 drywall
1/2” EMT 10’,1/2” emt 10’
1/2” EMT coupling,1/2” emt coupling
1/8 in. x 1 in. Zinc-Plated Fender Washer (100-Piece),1/8 in. x 1 in. zinc-plated fender washer (100-piece)
10 in. x 4 in. x 2.25 in. Clay Red brick course,10 in. x 4 in. x 2.25 in. clay red brick course
10 x 1-7/16 in. Phillips Round Head Screw with Wings (300-Pack),10 x 1-7/16 in. phillips round head screw with wings (300-pack)
"10'' x 2'' Galv. Sq. Post, Alum. Bolt Assembly","10'' x 2'' galv. sq. post, alum. bolt assembly"
100% silicone,100% silicone
11 X-Cluder commercial Door Sweeeps,11 x-cluder commercial door sweeeps
11.5 in. x 5.5 in. x 1.63 in. Red Clay top brick,11.5 in. x 5.5 in. x 1.63 in. red clay top brick
1111 (Installed flashing above two doors to prevent flooding and water from getting in,1111 (installed flashing above two doors to prevent flooding and water from getting in
12 ea exterior rat bait traps-,12 ea exterior rat bait traps-
12 ea interior- rat / mouse traps w/ key-,12 ea interior- rat / mouse traps w/ key-
12 gauge wire 50 foot,12 gauge wire 50 foot
12 in. x 3/8 in. Exterior Galvanized Steel Spike Nails 50 lb. Box,12 in. x 3/8 in. exterior galvanized steel spike nails 50 lb. box
12 packs steel wool mesh-,12 packs steel wool mesh-
12/2 MC,12/2 mc
16ft panels x4,16ft panels x4
19 Concrete parking bumpers,19 concrete parking bumpers
19/32 in. x 4 ft. x 8 ft. Rtd Sheathing Plywood,19/32 in. x 4 ft. x 8 ft. rtd sheathing plywood
1x8 pine wood,1x8 pine wood
2 Box of anchor fasteners for metal studs,2 box of anchor fasteners for metal studs
2 Heavy duty weldable hinges,2 heavy duty weldable hinges
2 case ceiling tiles,2 case ceiling tiles
2 ea bath room exhaust fans 50 cfm,2 ea bath room exhaust fans 50 cfm
2 ea dry wall mud,2 ea dry wall mud
2 each 4x8 FRP panel w/ seam kit,2 each 4x8 frp panel w/ seam kit
2 gal - mouse/ rodent repellent spray-,2 gal - mouse/ rodent repellent spray-
2 gal flat white paint w/ primer,2 gal flat white paint w/ primer
2 gang box and gfci,2 gang box and gfci
2 helpers,2 helpers
2 rolls dry wall tape,2 rolls dry wall tape
2 x 4 x 16 wood cross members,2 x 4 x 16 wood cross members
2 x 8 lattice,2 x 8 lattice
"2"" TEK SEL TAPPING SCREWS","2"" tek sel tapping screws"
"20"" Ductwork","20"" ductwork"
20A Bolt-in Breaker,20a bolt-in breaker
25 yds. All Weather Tape,25 yds. all weather tape
26 cinder blocks,26 cinder blocks
2ftx4ft ceiling tiles,2ftx4ft ceiling tiles
2x4,2x4
2x4x12 Plywood,2x4x12 plywood
2x6,2x6
3 different paints,3 different paints
3 types of paint,3 types of paint
3' x 2.25'' Galvanized Square Post,3' x 2.25'' galvanized square post
"3/4"" pex pipe and fittings","3/4"" pex pipe and fittings"
"3/8""  Backer Rod","3/8""  backer rod"
30-foot High-Intensity R1 Stop Sign,30-foot high-intensity r1 stop sign
300 ft of flex piping,300 ft of flex piping
"36""' Excluder door sweeps","36""' excluder door sweeps"
36” Door Sweep,36” door sweep
3M Pro-Pak 4-3/16 in. x 11-1/4 in. 120 Grit Drywall Sanding Screens (10-Pack),3m pro-pak 4-3/16 in. x 11-1/4 in. 120 grit drywall sanding screens (10-pack)
4 gals of siding cleaner,4 gals of siding cleaner
4 in. x 4 in. x 12 ft. #2 Pressure-Treated Ground Contact Southern Pine Timber,4 in. x 4 in. x 12 ft. #2 pressure-treated ground contact southern pine timber
4 in. x 9-Gauge 20-penny Exterior Galvanized Smooth Shank Box Nails 5 lb. Box,4 in. x 9-gauge 20-penny exterior galvanized smooth shank box nails 5 lb. box
"4"" x36"" metal threshold & concrte bolts/ anchors","4"" x36"" metal threshold & concrte bolts/ anchors"
4.5 IN Scraper Blades (Box),4.5 in scraper blades (box)
48-in x 96-in frp,48-in x 96-in frp
4x5” Downspout Pipe Saddles,4x5” downspout pipe saddles
5 roller heads,5 roller heads
5 x 50 galvanized chain link fence,5 x 50 galvanized chain link fence
5 yard debris trailer,5 yard debris trailer
5/8 drill bit,5/8 drill bit
"53/4"" 4'x8'' dry wall each","53/4"" 4'x8'' dry wall each"
6 Each 12 ft metal dry wall studs,6 each 12 ft metal dry wall studs
6 ea cans of fire resistant spray foam-,6 ea cans of fire resistant spray foam-
6 ea rat glue traps-,6 ea rat glue traps-
6 in. x 50 ft. Aluminum Flashing Roll Roof Flashing for Roof,6 in. x 50 ft. aluminum flashing roll roof flashing for roof
6ft x 8ft Dog ear fence panel,6ft x 8ft dog ear fence panel
7/8 in x 10 ft x 25 Gauge 18 mil Furring Channel/Hat Channel,7/8 in x 10 ft x 25 gauge 18 mil furring channel/hat channel
8-18 x 3/4 in. Phillips Truss Head Drill Point Lath Screws Set- $35.50 MasterSeal SL2: Polyurethane 3gal,8-18 x 3/4 in. phillips truss head drill point lath screws set- $35.50 masterseal sl2: polyurethane 3gal
8in 1/4 bit,8in 1/4 bit
8in to 8in to 4in tee fitting corrugated piping,8in to 8in to 4in tee fitting corrugated piping
A box of screw,a box of screw
ADS Downspout Adapter-7 ea,ads downspout adapter-7 ea
Acetone Solvent,acetone solvent
Add Labo,add labo
Added,added
Additional,additional
Address numbers,address numbers
Adhesive,adhesive
Adhesive glue,adhesive glue
Adhesive remover,adhesive remover
Agreed rate,agreed rate
AirCycler Ventilation Control AC-FCS,aircycler ventilation control ac-fcs
Aircraft remover,aircraft remover
Akonaflex self leveling expansion joint caulk,akonaflex self leveling expansion joint caulk
All purpose,all purpose
All purpose joint compound,all purpose joint compound
Almeda hickory,almeda hickory
Aluminum Trim Molding,aluminum trim molding
Anchor,anchor
Anchor screws,anchor screws
Anchors,anchors
Anchors + sealer,anchors + sealer
Anchors / chains /,anchors / chains /
Anchors and screws,anchors and screws
Ancors,ancors
Angle brackets,angle brackets
Angled 4 x 4 Brown Pro Weathered Cedar Slope Mount Mailbox Pos,angled 4 x 4 brown pro weathered cedar slope mount mailbox pos
Anvil 8 in. x 8 in. Drywall Repair Patch,anvil 8 in. x 8 in. drywall repair patch
Architectural Mailboxes Galvanized Steel Mailbox mounting bracket,architectural mailboxes galvanized steel mailbox mounting bracket
Armstrong CEILINGS Easy Elegance Flat Black 2 ft. x 4 ft. PVC Square Edge Lay-in Ceiling Tile (64 sq. ft. /case),armstrong ceilings easy elegance flat black 2 ft. x 4 ft. pvc square edge lay-in ceiling tile (64 sq. ft. /case)
Armstrong CEILINGS Scored 2 ft. x 4 ft. Tegular Ceiling Tile (80 sq. ft. / Case),armstrong ceilings scored 2 ft. x 4 ft. tegular ceiling tile (80 sq. ft. / case)
Asphalt,asphalt
Assessment,assessment
Backer rod,backer rod
Baffles,baffles
Bag of Metal Siding Screws with Neoprene Washers,bag of metal siding screws with neoprene washers
Bale/Cardboard Removal,bale/cardboard removal
Ballast,ballast
Bid approval,bid approval
Blades,blades
Bleach-1 gallon-5 ea,bleach-1 gallon-5 ea
Blocking,blocking
"Bollards, Chain, Links, Fasteners, Concrete, bags, Hooks","bollards, chain, links, fasteners, concrete, bags, hooks"
Bolt Removal,bolt removal
Bolt-in Breaker,bolt-in breaker
Bolts,bolts
Bondo 6.31 lb. Fast Dry Filler,bondo 6.31 lb. fast dry filler
Brackets and fasteners,brackets and fasteners
Brick,brick
Brick Mortar,brick mortar
Brick sealer,brick sealer
Bricks,bricks
Broom,broom
Brush,brush
"Brush , roller, pan","brush , roller, pan"
Bucket,bucket
Bucket Tar,bucket tar
Builders Choice 1 in. x 6 in. x 8 ft. S4S Red Oak Board (2-Pack),builders choice 1 in. x 6 in. x 8 ft. s4s red oak board (2-pack)
Building Repair,building repair
Bulk Trash,bulk trash
CC Job,cc job
Carbon Monoxide Detectors w/Battery,carbon monoxide detectors w/battery
Carbon monoxide detectors,carbon monoxide detectors
Carpet tile material,carpet tile material
"Carton of Ceiling Tiles-USG, Model# R2310, 2' x 4', Lay In, 8 tiles per carton-7 ea","carton of ceiling tiles-usg, model# r2310, 2' x 4', lay in, 8 tiles per carton-7 ea"
"Cast Iron Pipe-4"" x 10'-3 ea","cast iron pipe-4"" x 10'-3 ea"
"Cast Iron Traffic Rated Drain Grate-36"" x 36""","cast iron traffic rated drain grate-36"" x 36"""
"Catch Basin Drainage Kit-12"" x 12""","catch basin drainage kit-12"" x 12"""
Caulk,caulk
Caulking,caulking
Caulking & weatherproof sealant,caulking & weatherproof sealant
Caution tape,caution tape
Ceiling Tiles,ceiling tiles
Ceiling box,ceiling box
Ceiling tile,ceiling tile
